Recipient Org:Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360g-cabinetoffice-kirklees_fostering_network,1069217,23806,,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,1,1,1,1,
360g-cabinetoffice-kirklees_music_school,1013838,1974786,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-kirklees_theatre_trust,510693,1711882,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-know_how_north_east,1136228,733651,1,1,,,1,,,,,1,,1,1,,,,,1,1,1,,1,,1,1,,,,1,1,1,,1,
360g-cabinetoffice-krunch_uk,1114961,379766,,1,,,,,,1,1,1,,,,,,,,1,,,,1,,,,,,1,,,1,,1,
360g-cabinetoffice-kurdistan_community_support_agency,1129405,18500,1,1,,,1,1,,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,,,
360g-cabinetoffice-ladywood_furniture_project,1011461,259056,,,,,1,,,,,,,,1,,,,,,1,1,1,,1,1,,,,1,,1,,,,
360g-cabinetoffice-lambeth_tigers,1151464,5087,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,
360g-cabinetoffice-lambton_street_youth_centre,230484,217900,,1,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,1,1,,,,,
360g-cabinetoffice-lambton_street_youth_centre,230484,217900,,1,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,1,1,,,,,
360g-cabinetoffice-lancashire_community_finance,1106165,1500,,1,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,1,,,
360g-cabinetoffice-lancasterian_school_room,1083915,19515,,1,,,,,,1,1,,,1,,,,,,1,1,1,,,,1,,,,,1,,,,,
360g-cabinetoffice-landport_community_centre,1111828,68498,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,
360g-cabinetoffice-landport_community_centre_association,1111828,68498,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,
360g-cabinetoffice-langley_band,1114177,14317,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-langley_theatre_workshop,1123420,54741,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-langsett_advice_and_area_resource_centre,1123332,16899,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360g-cabinetoffice-lawrence_weston_out_of_school_activities,1129694,85503,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-lbj_community_forum,1142620,12300,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,1,1,1,,,,
360g-cabinetoffice-learning_revolution,1149460,40536,1,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,
360g-cabinetoffice-leeds_music_trust,1128587,11555,,1,,,,,,,1,,,,1,,,,,,,,,1,,1,1,1,1,,1,,,1,,
360g-cabinetoffice-leeds_reach,1076314,67,,1,,,,,,,1,1,,,,,,,,1,,,1,1,,,,,,,,1,1,,,
360g-cabinetoffice-leeds_sudanese_community_association,1095816,680,1,,,,1,1,,,1,1,,,1,,,,,1,1,,,,,1,,,,,,1,1,,,1
360g-cabinetoffice-leeds_swahili_cultural_community,1150238,28951,,1,,,1,,,1,1,1,,,,,1,1,,1,,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-leeds_theatre_in_education_company,1058001,24518,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-leicester_city_of_sanctuary,1138017,46386,1,1,,,1,,,,,,,,,,1,,,,,,,1,1,,,,,1,,1,,,1,
360g-cabinetoffice-lewisham_young_women's_resource_project,296013,196521,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-lewisham_youth_theatre,297075,200741,,1,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,1
360g-cabinetoffice-leyton_orient_trust,1071766,978296,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,,1,,,,,,,1,,,,
360g-cabinetoffice-life_education_centres_west_midlands,1022915,269125,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360g-cabinetoffice-lifecentre_hattersley,1124288,71238,1,1,1,1,1,,,1,1,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-lifeforce_productions,1078146,128613,1,1,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,1,1,,1,,,
360g-cabinetoffice-lifeline_community_projects,1084634,4364097,1,1,1,,1,,,,,,,,1,,1,,,1,,,,1,,1,,1,,1,,1,1,,,1
360g-cabinetoffice-lightwaves_community_trust,1150892,238815,,1,1,,,,,,,1,,,,,,1,,1,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-lilies_of_the_valley,1127704,7581,1,1,1,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,1,,,
360g-cabinetoffice-lincolnshire_businesses_for_breakfast,1121348,22968,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360g-cabinetoffice-linx_christian_youth_trust,1067449,161475,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360g-cabinetoffice-lion_farm_action_centre,1161104,90777,,1,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,1,,,,
360g-cabinetoffice-lions_boxing_club,1095056,21511,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1
360g-cabinetoffice-liquorice_park_millennium_green_trust,1071634,2657,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-litherland_tigers_junior_football_club,1146745,16863,,1,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-litherland_youth_and_community_centre,1144756,473226,1,1,1,,,,,,1,1,,1,1,,,1,,1,,1,,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-litter_watch,1098378,108394,1,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360g-cabinetoffice-litter_watch,1098378,108394,1,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360g-cabinetoffice-litter_watch,1098378,108394,1,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360g-cabinetoffice-litter_watch,1098378,108394,1,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360g-cabinetoffice-little_saints_nursery,1045329,99199,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-littlehampton_baptist_church,1134865,125277,,,,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,
360g-cabinetoffice-liverpool_carnival_company,1123036,41612,,1,,,,,,,1,1,,,1,,,,,1,1,,1,,,1,,,,,,1,1,,,1
360g-cabinetoffice-liverpool_community_spirit,1092689,144468,1,1,,,,,,1,1,,,1,1,,,,,1,1,1,1,1,,1,,,,1,,1,1,1,1,
360g-cabinetoffice-liverpool_east_street_pastors,1140451,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-lives_not_knives,1153634,21459,,1,1,,1,,,,,,,,1,,,,,1,,,,1,,,,,,,1,1,1,1,,
360g-cabinetoffice-lofthouse_2000_brass_band,1138639,15935,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-lofthouse_millennium_green,1077416,700,1,1,,1,,,,,1,1,,1,,,,,,1,1,1,,1,,1,,,,1,1,,,,,
360g-cabinetoffice-long_knowle_community_association,522797,24145,,1,,,,,,,1,1,,,,,,,,1,1,1,,1,,1,,,,1,1,,,,1,
360g-cabinetoffice-longhill_link-up_trust,1063009,237399,1,1,1,1,1,,,1,1,,,,1,,,,1,1,1,1,,1,1,1,,,,1,1,1,1,,,1
360g-cabinetoffice-longhill_ward_community_association,1061036,42442,1,1,,1,,,,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,
360g-cabinetoffice-longwood_village_group,1087328,31056,1,1,,,,,,,1,,,1,,1,,1,,,,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-loss_uk,1151254,14578,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-loss_uk,1151254,14578,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-low_hill_community_association,514271,27728,1,1,,,1,,,1,,,,,1,,,1,,1,1,1,1,,,1,,,,,1,1,1,,,1
360g-cabinetoffice-low_hill_community_association,514271,27728,1,1,,,1,,,1,,,,,1,,,1,,1,1,1,1,,,1,,,,,1,1,1,,,1
360g-cabinetoffice-lowbrook_stroke_club,1007735,7016,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,1,1,,,
360g-cabinetoffice-lower_wortley_community_association,516338,13320,1,1,1,,,,,,1,1,,,1,,,,,1,1,,,1,1,1,,,,,1,1,1,,1,
360g-cabinetoffice-lowestoft_shopmobility,1100208,27001,,,1,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-ls14_trust,1169716,,,1,1,,1,,,,,,,,1,,,,,1,1,1,,,,,,,,,1,1,1,1,1,
360g-cabinetoffice-lunch_on_the_run,1080900,155339,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,
360g-cabinetoffice-lymefield_outdoor_learning_centre,1162577,0,,1,,,,,,,,,,1,,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-lyng_community_association,1089147,1060639,1,,,,1,,1,,,,,,1,,,,,1,1,1,,,1,1,,,,,1,1,,,,
360g-cabinetoffice-mackworth_estate_community_association_limited,1138399,32302,1,,,,,,,,,1,,,,,,,,1,1,1,,,1,1,,,,,1,1,,,1,
360g-cabinetoffice-madeley_united,220840,240,1,,1,,1,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,
360g-cabinetoffice-magic_moments_for_autistic_kids,1093679,58171,1,1,1,1,1,,,,1,1,,,,,,,,1,,1,,,,,,,,1,,1,,,,
360g-cabinetoffice-making_a_difference_-_tameside,1103513,64897,,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-making_changes,1149275,16481,,1,1,,1,,,,,,,,,,1,,,1,1,1,1,1,,1,1,,,,,1,1,,,
360g-cabinetoffice-malcolm_locker_youth_centre,519909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-malcolm_x_community_centre,1097907,118473,,1,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,1,,,,,
360g-cabinetoffice-malt_cross_trust_company,1058559,809616,,1,1,,1,,,1,1,,,1,,,,,,1,,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-manasamitra,1158681,73820,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,,1,,,,,,1,,,,
360g-cabinetoffice-manasamitra,1158681,73820,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,,1,,,,,,1,,,,
360g-cabinetoffice-manchester_congolese_organisation,1142798,58388,1,1,1,,1,,,,1,1,,,1,,1,1,,1,1,,1,1,,1,,,,,,1,1,,,
360g-cabinetoffice-manchester_enterprise_academy,1126732,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-manchester_histories,1151944,45500,,1,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,1,1,,1,
360g-cabinetoffice-manchester_united_foundation,1118310,4145536,1,1,1,1,,1,,,,1,,,1,,,,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-manchester_young_lives,1070668,1092594,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-mancunian_way,1148085,96359,,1,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-mancunian_way,1148085,96359,,1,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-manor_and_castle_development_trust,1123187,1897635,1,1,1,1,1,,1,,1,1,,1,1,,,,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,
360g-cabinetoffice-manor_community_childcare_centre,1079440,345102,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-manor_court_baptist_church,1128672,86635,,,,,1,,,1,,,,,,,,,,1,1,1,,,,1,,1,,,1,1,,,,
360g-cabinetoffice-manor_development_company,1131906,159012,,1,,,1,,,,,1,,,1,,,,,,,,,1,1,1,,,,,1,1,1,1,1,
360g-cabinetoffice-mapa_bradford,508810,36829,1,1,,,,,,,1,1,,,1,,,,,1,,,1,1,,,,,,,,1,1,,,
360g-cabinetoffice-maryvale_community_project,1147691,33274,1,,,1,1,,,1,,,,,,,,,1,1,1,,,,,,1,,,,1,1,1,,,
360g-cabinetoffice-masters_training_centre,1151420,64525,,1,1,1,1,,,,1,1,,,1,,,1,,1,,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-maypole_community_project,515493,10361,,1,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,1,
360g-cabinetoffice-meadowfields_community_centre,1070289,218107,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-meanwood_valley_urban_farm_limited,510452,330543,,1,,1,,,,,,,1,1,1,,,,,1,,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-medway_asthma_self_help,1058749,19259,,1,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,,
360g-cabinetoffice-medway_ethnic_minority_forum,1166452,31296,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,1,
360g-cabinetoffice-melody_makers,1108226,,1,1,,,,,,1,1,,,,1,,,,,1,,1,,1,1,1,,,,1,,1,1,,,
360g-cabinetoffice-merton_home_tutoring_service,1139126,43342,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-mesh_community_cohesion_services,1121249,91208,1,1,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,1,1,,,
360g-cabinetoffice-messy_church,1170465,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-metronomes_steel_orchestra,1121047,,,1,,,1,,,,1,,,,,,,,,1,,,1,,,1,,,,,,1,,,,
360g-cabinetoffice-mexborough_community_partnership,1100503,815,1,1,,,1,,,,,1,,1,1,,,,,1,1,1,1,1,,1,,,,,,,1,,1,1
360g-cabinetoffice-mexborough_community_partnership_ltd,1100503,815,1,1,,,1,,,,,1,,1,1,,,,,1,1,1,1,1,,1,,,,,,,1,,1,1
360g-cabinetoffice-middlesbrough_environment_city,1070131,1117003,,1,1,,1,,,,,,,1,1,,,,,,,,,,,1,,1,,1,,1,1,,,
360g-cabinetoffice-middleton_community_centre,1157014,,1,,,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,,1,,,,,
360g-cabinetoffice-middleton_crisis_support,1154397,,,1,1,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,
360g-cabinetoffice-middleton_crisis_support_project,1154397,,,1,1,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,
360g-cabinetoffice-middleton_crisis_support_project,1154397,,,1,1,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,
360g-cabinetoffice-middleton_popstars_academy,1156500,36653,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,1,1,,,,
360g-cabinetoffice-mighty_men_of_valour,1128154,67045,1,1,1,,1,,,,,,,,1,,,,1,1,,1,1,,1,1,,,,1,,1,1,,,1
360g-cabinetoffice-migrants_supporting_migrants,1167430,7446,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,1,1,,
360g-cabinetoffice-millin_centre,1080402,185381,,1,,,,,,,,,,,1,,,1,,1,1,,1,,1,1,,,,,1,1,1,,,
360g-cabinetoffice-milnsbridge_community_trust,507251,12581,,1,,,,,,,1,1,,,,,,,,1,1,,,,1,1,,,,,1,,,,,
360g-cabinetoffice-milton_community_partnership,1084827,25715,1,1,1,1,1,,,1,1,1,,1,1,,,,,1,1,1,1,1,1,1,,,,1,1,,1,1,1,
360g-cabinetoffice-milton_keynes_muslim_association,1121142,312082,1,1,,,,,,1,,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,1
360g-cabinetoffice-miners_community_arts_and_music_centre,1154459,24481,,1,,,,,,,1,,,,,,,1,,1,1,1,1,,,1,,,,,1,,,,,
360g-cabinetoffice-minority_matters_ltd,1160098,29049,,1,,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-mitalee_youth_association,1130404,55660,,1,,,1,,,,1,1,,,1,,,,,1,,,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-mitalee_youth_association,1130404,55660,,1,,,1,,,,1,1,,,1,,,,,1,,,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-mitchell_community_centre,1020387,18000,1,1,1,1,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,
360g-cabinetoffice-mjp_cancer_care,1093800,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,
360g-cabinetoffice-mk_arts_for_health,1107625,132718,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-monday_luncheon_club,1064315,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-money4youth,1157549,2250,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-moorogaabey_development_organisation,1114081,47568,1,1,1,1,1,1,,,1,1,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-moot_-_music_of_our_time,1169015,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-more_music_in_morecambe,1097929,504657,1,1,,,,,,,1,,,,1,,,,,1,1,1,1,,,1,,,,1,1,,1,,1,
360g-cabinetoffice-more_than_words,1163379,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-morecambe_homeless_action,1045029,6431,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-morecambe_homeless_action,1045029,6431,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-moseley_park_and_pool_trust,1115870,76089,,1,,,,,,,1,1,,1,,,,,,1,1,,,,,1,,,,,1,,,,,
360g-cabinetoffice-moseley_rugby_community_foundation,1107396,9125,1,1,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,1,,,,
360g-cabinetoffice-moss_side_adventure,521237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-mosum,1151625,3884,1,1,1,1,1,1,,1,1,1,,,1,,1,1,,1,1,1,1,1,,1,,,,,,1,1,,,
360g-cabinetoffice-moxley_peoples_centre,1086614,117311,,1,,,,,,,,1,,1,1,,,,,1,1,1,,1,,1,,1,,1,1,,1,,,
360g-cabinetoffice-mpm_centre_of_excellence,1121262,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1
360g-cabinetoffice-muhammadiyah_house_of_wisdom,1145770,35535,1,1,,,,,,1,,1,,,,,,,,1,1,1,1,,,1,,,,,1,1,1,,,
360g-cabinetoffice-music_and_motion,1105709,,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,1,,,,
360g-cabinetoffice-music_for_change,1063706,110000,,1,,,,,,,1,,,,,,1,,,1,1,1,1,,,1,,,,,,1,1,,,1
360g-cabinetoffice-narthex_sparkhill,1100358,284818,,1,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-nechells_regeneration_project,1125388,,1,1,1,1,1,,,,,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-nephra_good_neighbours,1160433,37131,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-network_too,1154322,10069,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,
360g-cabinetoffice-new_choices_for_youth,298557,453086,1,1,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,1,,1,1,,,
360g-cabinetoffice-new_ferry_village_hall,1000019,4861,,1,1,1,,,,,1,1,,,,,,1,1,1,1,1,,1,,1,,,,,1,,,,,
360g-cabinetoffice-new_gleadless_library,1158599,19605,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-new_heights_warren_farm_community_project,1120869,136550,,1,1,,1,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-new_hope_ashton,1153140,24203,1,1,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,1,1,1,1,,,
360g-cabinetoffice-new_hope_uk_charity,1132650,,,1,,,1,1,,,,,,,1,,,,1,1,1,,1,,,1,,,,1,,1,1,,,1
360g-cabinetoffice-new_opportunities_for_stanton_hill,1078712,220,,1,,,1,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,1,
360g-cabinetoffice-new_wortley_community_association,512486,832336,1,,,,,,,,,,,,1,,,,,1,1,1,1,,1,1,,,,1,1,1,1,,,
360g-cabinetoffice-new_zealand_community_association,1132185,32977,1,1,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,1,,,
360g-cabinetoffice-newark_youth_london,1112289,140788,1,1,,,,,,,,1,,,1,,,1,,1,,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-newcastle_east_end_football_club,1161205,64625,1,,,,,,,,,,,,,,,1,,1,1,1,1,1,,1,,,,,1,1,,,,
360g-cabinetoffice-newlon_fusion,1119673,834250,1,1,,,1,,,,,1,,1,1,,,,,1,1,,,,,1,,,,1,1,1,,,1,
360g-cabinetoffice-newstarts,1128541,231361,,1,,,1,,,,,,,1,,,,,,1,1,1,,1,1,1,,,1,,,1,1,,,
360g-cabinetoffice-newton_farm_community_association,1078013,43606,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-newton_street_day_centre,1112640,4330,1,1,,,,,,1,1,,,,1,,,,,1,1,,1,1,,1,,,,,1,,1,,,
360g-cabinetoffice-n-gage,1117843,184052,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-n-gage,1117843,184052,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-nigerian_community_leeds,1129681,19601,1,1,,,,,,,1,1,,,1,,,,,1,1,,1,,,1,,,,,1,1,1,,1,
360g-cabinetoffice-nirman_sewak_jatha_sikh_heritage,1144924,86720,1,1,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,1,1,1,,,
360g-cabinetoffice-no_bounds,1155963,10000,,1,,,,,,,1,,,,1,,1,,,1,,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-no_secrets,1153683,,,1,1,1,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,1,1,,,
360g-cabinetoffice-noctorum_community_association,516193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-norris_green_community_alliance,1136867,143875,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-north_and_east_birmingham_phab,1130088,23209,1,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-north_birkenhead_development_trust,1113406,316904,1,1,,,1,,,,,,,,1,,,,,1,1,1,,,,,,,,,1,1,,,1,1
360g-cabinetoffice-north_east_windhill_community_association,1093982,206502,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,,
360g-cabinetoffice-north_end_writers,1118597,24167,,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-north_huddersfield_learning_community,1151685,18384,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-north_huddersfield_learning_community,1151685,18384,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-north_laine_community_association,273989,10531,,,,,,,,,1,,,1,1,,,,,1,1,,,1,1,,,,,,,,1,,,
360g-cabinetoffice-north_lancashire_citizens_advice_bureau,1137309,497809,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-north_liverpool_citizens_advice_bureaux,1073448,863854,1,1,,1,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,
360g-cabinetoffice-north_london_cares,1153137,190485,1,,,,1,,,,1,,,,1,,,1,,1,1,,,,,,,,,1,,1,1,,,
360g-cabinetoffice-north_manchester_black_health_forum,1024631,42122,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,1,,1,1,,,1
360g-cabinetoffice-north_seacroft_good_neighbours,1045030,63752,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,1,,,
360g-cabinetoffice-north_sheffield_conservation_group,1064387,114840,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,1,,,,
360g-cabinetoffice-north_smethwick_development_trust,1035308,231281,1,,,,1,,,,1,1,,,1,,,1,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-northampton_street_pastors,1161154,12449,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-northern_star_community_arts,1097090,115759,,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-northfields_&_district_play_association,1102753,182000,1,,,,,,,,,1,,,1,,,,,1,,1,,,,,,,,1,1,1,,,,
