Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360G-blf-A4E_2_010105674,1098224,19297,,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,,,,1,,1,1,,,1
360G-blf-A4E_2_010106068,800541,56907,,1,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,
360G-blf-A4E_3_010108439,300014,5516,1,1,,,,,1,,1,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010107882,1126801,223006,,1,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,1,1,,,,
360G-blf-A4E_3_010111942,1088482,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-A4E_3_010109941,1036342,60706,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010110569,1069878,111111,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,
360G-blf-A4E_2_010106540,1054169,51005,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,
360G-blf-A4E_3_010108488,1079413,28009,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,
360G-blf-A4E_3_010108444,1042071,368171,1,1,,1,1,,,,,,,,1,,,,,1,1,1,,1,,,1,1,,1,1,1,1,1,1,
360G-blf-A4E_3_010109368,800726,5214,1,1,,1,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,1,1,,,
360G-blf-A4E_3_010112544,229016,2823,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-A4E_2_010104048,1074807,50795,1,1,,,,,,,1,1,,,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,,
360G-blf-0030034166,1104079,35508,,1,1,,1,,1,1,1,1,,,1,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360G-blf-A4E_3_010108440,1026318,101198,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010109778,1015853,23710,1,1,1,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,1,,1,1,,1,
360G-blf-A4E_2_010101911,1111293,1599,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1
360G-blf-A4E_3_010109492,1089049,146781,,1,,,,,,,,1,,,,,,,,1,,1,,1,,1,,,,1,1,1,,,,
360G-blf-A4E_2_010105915,1121095,246634,1,1,,,1,,,,1,1,,,1,,,,,1,,,1,,,1,,,,1,,1,1,,,
360G-blf-A4E_2_010103510,1116197,12452,,1,,,1,1,,,1,1,,,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,,1
360G-blf-A4E_3_010112008,1082774,43329,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,1,1,1,1,
360G-blf-A4E_2_010104868,1092251,7260,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-A4E_2_010107546,1101081,,,1,,1,,,,,1,1,,,,,,,,,,1,1,,,,,,,1,,1,1,,,
360G-blf-A4E_2_010096897,1104972,70050,1,1,1,1,1,,1,,1,1,,,1,,,,,,,,1,,,,,,,,1,1,1,,,
360G-blf-A4E_2_010105504,1046443,1458865,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,,
360G-blf-A4E_2_010103536,1080059,8976,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,1,,,,1,,1,1,,,
360G-blf-A4E_2_010104467,280272,159696,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,,
360G-blf-A4E_2_010107772,523510,99541,1,1,,1,,,,,,1,,,1,,,1,1,1,1,1,,,,,,,,1,1,1,1,,,
360G-blf-0030033722,1106186,,1,1,1,1,1,1,,,1,1,,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,
360G-blf-A4E_3_010110556,1069236,266878,,1,,,1,,1,,1,,,1,,,,,1,1,,,,,,1,,,,1,1,1,1,1,1,1
360G-blf-A4E_2_010105263,1034194,20728,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1
360G-blf-A4E_2_010105882,1103091,38987,1,1,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,1,1,,,
360G-blf-A4E_2_010107301,1090607,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,
360G-blf-A4E_3_010109361,1110743,,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,
360G-blf-0030033711,1074951,,1,1,,,1,1,,1,,1,,,1,,,,,1,1,1,1,,,1,,,,1,,1,1,,,
360G-blf-A4E_2_010107088,1033719,,1,1,1,1,1,,,,,,,,,,,,,1,,1,,,1,,1,,,1,,1,1,,,
360G-blf-A4E_2_010097256,1101796,0,1,1,,,,,,,1,1,,,,,,1,,1,,,1,1,,1,,,,,,1,,,1,1
360G-blf-A4E_3_010109733,1068467,100662,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-A4E_3_010110978,215199,37028000,,1,1,,,,,,,,,,,,,,,1,1,1,,,1,,1,1,,,,1,1,1,,
360G-blf-A4E_2_010106422,1011335,497556,1,1,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,1,1,,1,
360G-blf-A4E_2_010102387,1100903,1267,1,1,1,1,1,1,1,,,,,,1,,1,,1,1,,1,1,,,,,,,,,1,1,,1,1
360G-blf-A4E_3_010110086,1001630,45502,,1,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,
360G-blf-A4E_2_010107132,1066673,295311,1,1,,,1,1,,1,1,,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360G-blf-0030034318,1084318,32290,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,,,
360G-blf-A4E_3_010108687,1080559,36657,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_2_010104602,1098744,7285708,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,
360G-blf-A4E_3_010108692,1107622,,,1,1,,,,,1,1,1,,,1,,,,,1,1,1,,1,,,,,,1,1,1,,,1,
360G-blf-A4E_3_010110777,1062586,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,
360G-blf-A4E_2_010106770,1061577,188315,1,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,
360G-blf-A4E_3_010111578,227727,4808,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-A4E_2_010104635,1095803,3382,1,1,,,,,,,1,,,,,,,,,,1,1,1,1,,1,,,,1,,,,,1,1
360G-blf-A4E_3_010109153,1089639,731210,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,,,
360G-blf-A4E_3_010109897,1109667,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,1,1,,,
360G-blf-A4E_3_010109508,1047419,45707,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-A4E_3_010109740,305654,9182,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,1
360G-blf-A4E_2_010105046,523291,7240,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,
360G-blf-A4E_2_010107736,1096554,,1,1,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,1,,,
360G-blf-A4E_3_010110679,1103775,,1,1,,,1,,,,1,,,1,1,,,,,1,1,1,1,1,,1,,,,1,,1,1,1,1,
360G-blf-A4E_3_010111707,297024,5984,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,1,,,,
360G-blf-A4E_2_010107138,1053157,748,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
360G-blf-A4E_2_010107371,1031591,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
360G-blf-A4E_2_010104711,1086651,23008,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,
360G-blf-A4E_3_010109093,1046443,1458865,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,,
360G-blf-A4E_2_010104124,1029155,100728,1,1,,,1,1,,1,,,,,1,,,,,1,,,,1,,1,,,,,,1,,,1,
360G-blf-A4E_2_010106416,1096526,36108000,,1,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,,,,1,1,,1,
360G-blf-A4E_3_010108330,1040976,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010110545,1093625,8565,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030034300,296645,97949000,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,1,1,,
360G-blf-A4E_3_010109436,306101,43385000,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,1,,1,
360G-blf-A4E_2_010099405,1019948,3600,1,,,,,,,,1,,,,,,,,1,1,1,1,1,,,1,,,,,,1,,,,
360G-blf-A4E_3_010108354,1095953,46146,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,1,,1,1,,,
360G-blf-A4E_3_010108641,507670,7256,1,1,1,,,,,,1,,,1,1,,,1,1,1,1,,,1,1,1,,,,,1,,1,,,
360G-blf-0030033644,SC005033,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010109037,1049769,,,1,,1,,,,,1,1,,,,,,,,1,1,1,,,1,,,,,1,,1,1,,,
360G-blf-A4E_3_010108199,701734,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010107998,1098113,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010108304,1056973,2252,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360G-blf-AAS_3_010106592,SC011808,26911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010109252,223015,26411,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010109244,1101564,112831,,1,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,1,1,,,,,
360G-blf-0030033568,1008763,36456,,1,,1,1,1,,1,1,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,,1,
360G-blf-A4E_3_010109790,510194,2547,,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,,,
360G-blf-A4E_3_010109250,1094327,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,1,1,1,,,
360G-blf-A4E_3_010108210,1099602,8765,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,
360G-blf-A4E_3_010108314,1127812,157017,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-A4E_3_010108237,702190,135041,1,1,,1,,1,,,,,,,1,,1,,,1,,1,,1,,1,,,,1,,1,1,,,1
360G-blf-0030034354,1098826,,1,,,,1,,,,1,1,,,1,,,,,1,,,1,,,1,,,,,,1,1,,,
360G-blf-A4E_3_010108514,1102979,10551,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,
360G-blf-A4E_3_010107983,507822,35827,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,1,1,1,1
360G-blf-A4E_3_010107993,1055016,25600,1,1,,1,,,,,,,,1,1,,,,,1,1,1,,1,,1,,,,1,,1,1,,,
360G-blf-AAS_3_010106164,SC035614,12816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-AAS_3_010105506,SC037665,5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010108582,1073802,,,1,,,,,,,,,,,1,,,,,,1,1,,,1,,,,,1,,1,,,,
360G-blf-AAS_3_010106372,SC035238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010108243,523838,20342,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010110108,1060957,37702,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010110252,1058030,36436,,,,,,,,,,,,1,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-AAW_2_010107981,1090309,23794,,1,,,,,,,1,1,,1,1,,,,,1,,,,,,1,,,,1,1,,,,,
360G-blf-AAW_2_010106912,1034817,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-AAW_2_010108098,1050097,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
360G-blf-AAW_2_010106106,1055753,657496,,1,,,1,,,,,,,1,1,,,,,1,1,1,,,,1,1,,,1,,,1,1,,
360G-blf-A4E_3_010108783,276821,893668,1,1,,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,1,,,1,
360G-blf-A4E_3_010111164,1037927,52939,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010110207,1044405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-AAW_2_010104415,514278,0,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-AAW_2_010106778,1040016,35285,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-AAW_2_010104499,1092527,0,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,
360G-blf-A4E_3_010108728,254670,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
360G-blf-AAW_2_010104691,1082455,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-AAW_2_010105694,1034121,2070,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,
360G-blf-A4E_3_010110469,234252,22302407,,1,1,1,,1,1,1,,,,,1,,,,,1,1,1,,,,,,,,1,1,1,,,,
360G-blf-A4E_3_010109294,260428,1556,1,1,,1,,,,,,1,,,,,,,,1,,,,,,,1,1,,1,,,,,,
360G-blf-AAW_2_010107965,1055211,323180,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
360G-blf-AAW_2_010106737,1000349,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
360G-blf-A4E_3_010109982,1091261,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,
360G-blf-A4E_3_010111137,1095981,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360G-blf-A4E_3_010108630,1083286,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
360G-blf-A4E_3_010109039,1102058,1426393,,,1,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,,,1,1,,,
360G-blf-A4E_3_010110937,1050142,71198,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,
360G-blf-A4E_3_010110042,1057446,174220,1,1,,1,1,,,,,1,,,1,,,1,,1,1,1,,,,,,,,1,,1,1,,,
360G-blf-A4E_3_010109676,256391,,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,1,,,,,,
360G-blf-AAW_2_010105035,1059257,15916,1,1,1,,1,,,,1,1,,,,,,,,1,1,,1,,,,,,,,1,,,,,
360G-blf-AAW_2_010105680,1025851,37358,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-AAW_2_010105505,1097505,267174,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,1,1,1,,
360G-blf-A4E_3_010109896,1092292,,1,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,
360G-blf-AAW_2_010107973,1063087,,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,,1,1,,,,,
360G-blf-A4E_3_010113036,520015,14812,,1,,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,1,,,,,
360G-blf-A4E_3_010108900,1099795,,,1,,,,,,,1,1,,,,,,,,1,,,,1,1,1,,,,1,,,,,,
360G-blf-A4E_3_010108656,1105975,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-A4E_3_010110164,1087379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010108454,1055809,74270,1,1,1,,,,,,1,,,1,1,,,1,,1,1,1,1,,,1,,,,,,1,1,,1,1
360G-blf-AAW_2_010106862,1077897,212614,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,
360G-blf-A4E_3_010112497,1046443,1458865,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,,
360G-blf-A4E_3_010109196,1109990,82704,,1,,,1,,,,1,,,,1,,1,,,,,,,,1,,,,,,1,1,1,,1,
360G-blf-A4E_3_010109883,292352,8050,,,,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,1,
360G-blf-A4E_3_010112128,1019976,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,
360G-blf-A4E_3_010108651,1040034,63558,1,1,1,1,,,,1,1,1,1,,1,1,,1,,1,1,1,,1,,,,,,,1,,,,,
360G-blf-AAW_2_010106393,1104971,2171,1,,,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-AAW_2_010105999,1002011,,,1,,,1,,1,,1,1,,,1,,,,,1,,1,,,,,,,,1,1,1,1,,,
360G-blf-AAW_2_010106412,1140505,342903,1,1,,,1,,,,1,1,,1,1,,,,,1,,,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010108719,1012707,36200,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,1,,,,
360G-blf-A4E_3_010110232,1093815,1013225,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010109547,1105546,8188,,1,,,1,,,,1,1,,1,1,,,,,1,1,1,1,1,,,,,,1,,1,,,,
360G-blf-A4E_3_010110481,1039603,,,1,,,1,,,,1,1,,,1,,,1,,1,1,,1,,,1,,,,,1,1,1,,,
360G-blf-A4E_3_010108660,1090054,14462,1,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,,,,
360G-blf-A4E_3_010112288,1062333,3962795,1,1,1,,,,,,,,,,1,,,,,1,1,,1,1,1,,,,,,1,1,1,,,
360G-blf-A4E_3_010112170,1098906,1650,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,
360G-blf-A4E_3_010109780,1098073,13180,1,,,,,,,,,1,,1,,,,1,,1,1,1,,,,1,,,,1,1,,1,,,
360G-blf-A4E_3_010109336,521333,77168,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010109760,1089679,24642,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010108908,1053292,0,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,
360G-blf-A4E_3_010110302,1112403,12710,,1,,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,1,1,1,,,1,
360G-blf-AAW_2_010107673,1084854,3211182,,1,,,,,1,,,,,,,,1,,,1,1,,,,1,,,,,,,1,1,,,
360G-blf-A4E_3_010109392,1078215,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010110598,1049338,1628,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010114682,1111747,34475,,1,,,,,,,,1,,,1,,,,,1,1,1,,,,1,,,,1,1,,,,,
360G-blf-A4E_3_010111289,1070441,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,
360G-blf-A4E_3_010110403,1082059,193115,,1,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010111221,1027212,45693,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-A4E_3_010111475,1000178,82229,,1,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,,1,1,,,
360G-blf-A4E_3_010111535,261650,17392,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-A4E_3_010108108,1022352,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010110520,1089223,45428,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,1,1,,1,
360G-blf-A4E_3_010112738,291193,11347,1,,,,,,,,,1,,1,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010108967,266318,2184547,1,1,,,,,,,1,,,,1,,,,,1,,,,1,,1,,,,,1,1,1,,,
360G-blf-A4E_3_010112309,1108220,119042,,1,1,,1,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,1,,,
360G-blf-A4E_3_010112859,281518,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,
360G-blf-A4E_3_010110823,304555,9313,1,,,,,,,,,1,,,,,,,,1,1,1,1,,1,1,,,,,1,1,,,,
360G-blf-A4E_3_010110565,1035866,82032,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-A4E_3_010109099,1075791,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-A4E_3_010113644,246300,21743,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010110182,1026986,31763,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-A4E_3_010108156,1065033,540827,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360G-blf-A4E_3_010107895,269425,98657000,,1,,1,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,1,
360G-blf-A4E_3_010107876,1056479,542000,1,1,1,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,,,,,1,
360G-blf-A4E_3_010111974,1075779,139506,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,
360G-blf-A4E_3_010110544,300632,109374,1,1,,,,,,,1,1,,,1,,,,,1,,1,,1,1,,1,,,1,1,1,1,1,1,
360G-blf-A4E_3_010108892,1049945,189053,,1,1,1,1,,1,,,,,,,,1,1,,,,1,,,1,,1,,,,,1,1,,,
360G-blf-A4E_3_010112278,1069590,21553,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
360G-blf-A4E_3_010110929,1045082,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-A4E_3_010109071,1046443,1458865,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,1,1,1,,
360G-blf-A4E_3_010112712,1019825,69614,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-A4E_3_010109430,1030046,5865,,1,,,,,,,1,1,,1,,,,,,,1,1,,,,,,,,1,,1,1,,,
360G-blf-A4E_3_010109326,1150761,,,1,,,,,,,1,,,1,,,,1,,1,1,,,,,1,,,,1,1,1,1,,,
360G-blf-0030033581,305948,15692,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,1
360G-blf-A4E_3_010113622,1097205,,1,1,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,1,1,1,,,,
360G-blf-A4E_3_010111856,1074136,87790,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-A4E_3_010113002,1100351,66824,,1,,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,
360G-blf-A4E_3_010114500,304485,12000,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,1,,,,,1
360G-blf-A4E_3_010109319,270011,5595,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-A4E_3_010110542,1062503,26079,,1,,,,,,,1,1,,,1,,,1,,1,1,1,,,1,1,,,,,1,,,,,
360G-blf-A4E_3_010110385,1041957,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360G-blf-A4E_3_010107890,1055975,9515,,1,,1,,,,,1,1,,,,,,1,,1,1,1,,,,,,,,,1,1,1,,,1
360G-blf-A4E_3_010111069,1080433,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010108946,281568,5137,,,1,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360G-blf-A4E_3_010114433,301124,109829,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-A4E_3_010115186,1108435,,,1,,1,1,,,,,,,,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,1,
360G-blf-A4E_3_010111389,1082059,193115,,1,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,
360G-blf-A4E_3_010110957,1012874,1012,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
360G-blf-A4E_3_010108030,509696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-A4E_3_010113874,1101717,18669,,,,,,,,,,1,,,1,,,,,1,1,1,,1,,1,,,,,1,,,,,
360G-blf-A4E_3_010110873,1063591,2673,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-A4E_3_010111011,1063927,391333,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,
360G-blf-A4E_3_010112443,1082766,16160,,,,,1,,,,1,1,,,1,,,,,1,,,,,,,,,,1,,1,1,,,
360G-blf-A4E_3_010113872,1095822,300,1,1,1,,1,,,,1,1,,1,1,,,,1,1,1,,,,,1,,,,,,1,,,,
360G-blf-A4E_3_010109521,1098620,3753,,1,1,,1,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,,,1,,,
360G-blf-A4E_3_010112846,1120882,93648,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,1,1,1,1,,,
360G-blf-A4E_3_010113866,235686,0,,1,,,1,1,,1,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,,
